Item no.,Time,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6
517,27/12/2020 14:28:31,884,862,801,782,773,740
518,27/12/2020 14:28:31,885,863,803,783,774,741
519,27/12/2020 14:28:31,886,864,807,785,775,742
520,27/12/2020 14:28:31,888,869,809,786,776,744
521,27/12/2020 14:28:31,890,871,814,789,776,745
522,27/12/2020 14:28:31,893,873,814,791,776,746
523,27/12/2020 14:28:31,893,873,815,792,775,747
524,27/12/2020 14:28:31,895,872,814,791,776,748
525,27/12/2020 14:28:32,895,873,815,793,777,748
526,27/12/2020 14:28:32,897,875,814,793,778,749
527,27/12/2020 14:28:32,897,874,815,793,779,748
528,27/12/2020 14:28:32,898,873,815,794,778,747
529,27/12/2020 14:28:32,896,877,814,792,778,746
530,27/12/2020 14:28:32,897,876,816,792,777,747
531,27/12/2020 14:28:32,895,876,817,791,777,748
532,27/12/2020 14:28:33,893,878,818,790,775,748
533,27/12/2020 14:28:33,894,879,817,787,777,749
534,27/12/2020 14:28:33,896,877,819,789,776,749
535,27/12/2020 14:28:33,895,876,820,788,777,749
536,27/12/2020 14:28:33,896,877,820,789,777,749
537,27/12/2020 14:28:33,897,876,818,788,779,749
538,27/12/2020 14:28:33,899,877,818,789,779,748
539,27/12/2020 14:28:34,899,877,819,789,781,748
540,27/12/2020 14:28:34,899,877,816,789,781,749
541,27/12/2020 14:28:34,899,877,814,788,780,746
542,27/12/2020 14:28:34,898,877,816,789,779,745
543,27/12/2020 14:28:34,896,875,817,789,779,746
544,27/12/2020 14:28:34,896,876,816,789,776,746
545,27/12/2020 14:28:34,895,875,818,788,774,746
546,27/12/2020 14:28:35,895,873,818,790,776,747
547,27/12/2020 14:28:35,894,875,817,790,774,749
548,27/12/2020 14:28:35,892,877,816,790,772,748
549,27/12/2020 14:28:35,893,877,815,790,774,749
550,27/12/2020 14:28:35,895,878,816,792,777,749
551,27/12/2020 14:28:35,895,880,818,790,777,749
552,27/12/2020 14:28:35,896,879,820,789,779,748
553,27/12/2020 14:28:36,899,880,820,792,781,749
554,27/12/2020 14:28:36,899,879,820,791,782,748
555,27/12/2020 14:28:36,898,878,822,792,780,748
556,27/12/2020 14:28:36,897,879,820,794,779,749
557,27/12/2020 14:28:36,897,880,820,793,779,750
558,27/12/2020 14:28:36,896,879,821,791,778,750
559,27/12/2020 14:28:36,897,882,819,792,776,750
560,27/12/2020 14:28:37,896,882,818,791,777,749
561,27/12/2020 14:28:37,898,880,818,790,777,748
562,27/12/2020 14:28:37,897,879,819,792,776,748
563,27/12/2020 14:28:37,897,878,818,794,777,747
564,27/12/2020 14:28:37,896,878,818,792,778,749
565,27/12/2020 14:28:37,896,878,819,792,778,748
566,27/12/2020 14:28:37,893,878,819,793,778,748
567,27/12/2020 14:28:38,892,879,819,791,779,748
568,27/12/2020 14:28:38,893,881,820,790,779,748
569,27/12/2020 14:28:38,895,879,822,792,780,747
570,27/12/2020 14:28:38,894,881,822,792,778,748
571,27/12/2020 14:28:38,897,879,824,791,778,750
572,27/12/2020 14:28:38,899,879,824,795,777,751
573,27/12/2020 14:28:38,898,876,823,793,777,751
574,27/12/2020 14:28:38,897,877,821,794,777,752
575,27/12/2020 14:28:39,899,878,820,795,779,750
576,27/12/2020 14:28:39,897,878,819,797,778,749
577,27/12/2020 14:28:39,897,880,819,794,779,748
578,27/12/2020 14:28:39,899,880,821,794,778,749
579,27/12/2020 14:28:39,899,877,820,791,778,748
580,27/12/2020 14:28:39,898,876,821,790,778,748
581,27/12/2020 14:28:39,899,878,822,790,777,748
582,27/12/2020 14:28:40,897,876,823,792,777,748
583,27/12/2020 14:28:40,896,879,824,791,777,746
584,27/12/2020 14:28:40,896,879,824,792,779,746
585,27/12/2020 14:28:40,895,878,825,795,777,748
586,27/12/2020 14:28:40,895,875,824,793,778,747
587,27/12/2020 14:28:40,894,877,823,791,779,747
588,27/12/2020 14:28:40,896,877,821,792,779,748
589,27/12/2020 14:28:41,897,878,822,793,777,749
590,27/12/2020 14:28:41,898,880,821,790,779,749
591,27/12/2020 14:28:41,898,881,821,791,777,749
592,27/12/2020 14:28:41,900,880,821,792,778,750
593,27/12/2020 14:28:41,897,880,820,792,779,748
594,27/12/2020 14:28:41,896,881,820,793,780,749
595,27/12/2020 14:28:41,897,880,821,792,778,749
596,27/12/2020 14:28:42,897,882,820,793,779,750
597,27/12/2020 14:28:42,898,882,820,792,779,750
598,27/12/2020 14:28:42,899,882,822,792,779,751
599,27/12/2020 14:28:42,897,881,822,794,778,750
600,27/12/2020 14:28:42,896,879,821,794,780,750
601,27/12/2020 14:28:42,896,878,822,794,782,750
602,27/12/2020 14:28:42,896,878,821,796,781,750
603,27/12/2020 14:28:43,896,877,821,796,783,750
604,27/12/2020 14:28:43,897,878,822,794,784,749
605,27/12/2020 14:28:43,900,881,823,793,783,749
606,27/12/2020 14:28:43,900,882,825,792,783,750
607,27/12/2020 14:28:43,901,883,826,793,785,750
608,27/12/2020 14:28:43,899,884,825,793,783,751
609,27/12/2020 14:28:43,901,884,824,795,783,754
610,27/12/2020 14:28:44,900,883,825,797,784,755
611,27/12/2020 14:28:44,903,882,825,799,784,754
612,27/12/2020 14:28:44,904,881,825,798,784,755
613,27/12/2020 14:28:44,908,881,827,801,785,755
614,27/12/2020 14:28:44,908,881,830,802,786,755
615,27/12/2020 14:28:44,907,881,829,800,785,756
616,27/12/2020 14:28:44,904,883,829,800,787,757
617,27/12/2020 14:28:45,902,886,828,799,787,756
618,27/12/2020 14:28:45,902,886,828,798,786,755
619,27/12/2020 14:28:45,901,888,827,797,785,755
620,27/12/2020 14:28:45,903,886,827,799,785,755
621,27/12/2020 14:28:45,905,884,829,799,784,755
622,27/12/2020 14:28:45,904,884,830,798,784,758
623,27/12/2020 14:28:45,903,886,831,798,784,759
624,27/12/2020 14:28:45,903,884,830,799,782,759
625,27/12/2020 14:28:46,902,887,831,800,783,758
626,27/12/2020 14:28:46,901,888,830,801,782,757
627,27/12/2020 14:28:46,903,888,829,803,783,755
628,27/12/2020 14:28:46,904,888,828,800,785,755
629,27/12/2020 14:28:46,905,887,829,800,789,755
630,27/12/2020 14:28:46,904,887,827,799,787,755
631,27/12/2020 14:28:46,904,887,827,798,789,756
632,27/12/2020 14:28:47,904,885,828,799,787,756
633,27/12/2020 14:28:47,904,883,829,798,787,754
634,27/12/2020 14:28:47,902,885,831,798,786,754
635,27/12/2020 14:28:47,905,886,832,799,788,755
636,27/12/2020 14:28:47,904,886,830,798,787,754
637,27/12/2020 14:28:47,904,886,829,798,787,754
638,27/12/2020 14:28:47,901,886,829,800,788,756
639,27/12/2020 14:28:48,904,884,829,800,787,755
640,27/12/2020 14:28:48,903,883,829,799,787,756
641,27/12/2020 14:28:48,903,881,832,798,787,758
642,27/12/2020 14:28:48,903,884,832,798,788,757
643,27/12/2020 14:28:48,904,884,833,800,787,757
644,27/12/2020 14:28:48,905,885,831,799,786,758
645,27/12/2020 14:28:48,905,886,832,799,787,758
646,27/12/2020 14:28:49,906,887,829,801,789,758
647,27/12/2020 14:28:49,906,885,829,803,788,758
648,27/12/2020 14:28:49,907,885,827,802,788,760
649,27/12/2020 14:28:49,904,887,829,805,788,759
650,27/12/2020 14:28:49,904,887,830,807,788,758
651,27/12/2020 14:28:49,903,887,829,806,787,758
652,27/12/2020 14:28:49,903,887,830,804,789,758
653,27/12/2020 14:28:50,901,887,831,804,790,757
654,27/12/2020 14:28:50,902,886,830,803,790,757
655,27/12/2020 14:28:50,903,885,829,801,789,757
656,27/12/2020 14:28:50,904,887,831,802,789,757
657,27/12/2020 14:28:50,904,889,830,802,787,757
658,27/12/2020 14:28:50,903,892,827,802,788,757
659,27/12/2020 14:28:50,902,892,825,800,787,756
660,27/12/2020 14:28:51,903,893,824,801,785,757
661,27/12/2020 14:28:51,904,891,824,801,786,757
662,27/12/2020 14:28:51,905,889,824,801,787,758
663,27/12/2020 14:28:51,906,888,827,801,784,758
664,27/12/2020 14:28:51,908,890,828,801,785,759
665,27/12/2020 14:28:51,907,890,829,803,788,759
666,27/12/2020 14:28:51,906,889,829,803,785,758
667,27/12/2020 14:28:52,906,890,830,805,785,758
668,27/12/2020 14:28:52,906,891,828,804,785,757
669,27/12/2020 14:28:52,907,887,828,804,785,757
670,27/12/2020 14:28:52,907,888,828,802,784,757
671,27/12/2020 14:28:52,908,887,830,801,787,759
672,27/12/2020 14:28:52,908,888,829,801,787,759
673,27/12/2020 14:28:52,908,886,830,801,788,759
674,27/12/2020 14:28:52,907,887,830,802,790,760
675,27/12/2020 14:28:53,907,888,831,802,790,757
676,27/12/2020 14:28:53,904,889,829,801,787,756
677,27/12/2020 14:28:53,905,887,831,800,787,757
678,27/12/2020 14:28:53,904,890,831,801,788,757
679,27/12/2020 14:28:53,903,891,833,800,787,756
680,27/12/2020 14:28:53,901,892,832,801,787,759
681,27/12/2020 14:28:53,901,891,831,803,790,759
682,27/12/2020 14:28:54,900,892,830,802,791,759
683,27/12/2020 14:28:54,901,892,831,801,788,758
684,27/12/2020 14:28:54,902,892,829,802,788,758
685,27/12/2020 14:28:54,903,889,829,802,788,757
686,27/12/2020 14:28:54,904,890,831,802,789,757
687,27/12/2020 14:28:54,904,888,833,801,788,756
688,27/12/2020 14:28:54,906,886,833,802,789,756
689,27/12/2020 14:28:55,906,886,834,801,791,756
690,27/12/2020 14:28:55,908,886,834,801,792,756
691,27/12/2020 14:28:55,906,887,833,800,790,757
692,27/12/2020 14:28:55,906,888,831,800,789,757
693,27/12/2020 14:28:55,906,889,832,799,789,757
694,27/12/2020 14:28:55,906,888,831,799,788,756
695,27/12/2020 14:28:55,905,889,831,799,787,755
696,27/12/2020 14:28:56,907,889,833,799,785,755
697,27/12/2020 14:28:56,906,890,834,798,784,755
698,27/12/2020 14:28:56,906,891,834,800,784,757
699,27/12/2020 14:28:56,905,892,834,798,783,759
700,27/12/2020 14:28:56,905,892,832,798,782,759
701,27/12/2020 14:28:56,903,890,830,799,784,760
702,27/12/2020 14:28:56,904,891,831,801,787,760
703,27/12/2020 14:28:57,904,891,830,801,788,759
704,27/12/2020 14:28:57,904,890,831,803,790,759
705,27/12/2020 14:28:57,903,888,833,802,792,759
706,27/12/2020 14:28:57,903,891,832,802,793,760
707,27/12/2020 14:28:57,904,886,831,803,791,759
708,27/12/2020 14:28:57,905,886,832,801,790,760
709,27/12/2020 14:28:57,906,886,832,800,790,761
710,27/12/2020 14:28:58,907,887,830,805,789,762
711,27/12/2020 14:28:58,906,883,831,805,788,760
712,27/12/2020 14:28:58,906,887,831,804,789,760
713,27/12/2020 14:28:58,906,887,832,804,790,759
714,27/12/2020 14:28:58,905,888,831,804,790,758
715,27/12/2020 14:28:58,905,889,832,802,789,758
716,27/12/2020 14:28:58,906,890,831,802,789,757
717,27/12/2020 14:28:59,906,890,831,803,786,757
718,27/12/2020 14:28:59,904,889,831,802,786,757
719,27/12/2020 14:28:59,906,886,830,803,785,757
720,27/12/2020 14:28:59,907,887,830,804,785,757
721,27/12/2020 14:28:59,909,887,830,801,787,759
722,27/12/2020 14:28:59,910,886,831,801,789,761
723,27/12/2020 14:28:59,911,887,830,802,790,761
724,27/12/2020 14:28:59,909,887,830,803,790,762
725,27/12/2020 14:29:00,907,890,832,801,790,763
726,27/12/2020 14:29:00,905,891,831,803,790,763
727,27/12/2020 14:29:00,904,890,832,804,787,761
728,27/12/2020 14:29:00,904,891,832,803,788,759
729,27/12/2020 14:29:00,904,893,833,802,787,757
730,27/12/2020 14:29:00,905,892,832,802,787,756
731,27/12/2020 14:29:00,908,890,832,801,787,756
732,27/12/2020 14:29:01,907,891,831,800,790,758
733,27/12/2020 14:29:01,905,891,829,802,788,762
734,27/12/2020 14:29:01,907,888,829,801,789,763
735,27/12/2020 14:29:01,905,888,829,801,788,763
736,27/12/2020 14:29:01,903,891,829,802,787,763
737,27/12/2020 14:29:01,905,893,831,801,786,761
738,27/12/2020 14:29:01,906,893,832,801,786,758
739,27/12/2020 14:29:02,905,895,833,801,786,757
740,27/12/2020 14:29:02,906,893,834,802,787,758
741,27/12/2020 14:29:02,905,889,833,802,787,757
742,27/12/2020 14:29:02,904,887,833,804,789,756
743,27/12/2020 14:29:02,905,886,833,801,789,757
744,27/12/2020 14:29:02,905,887,833,800,789,758
745,27/12/2020 14:29:02,905,887,835,802,790,758
746,27/12/2020 14:29:03,906,888,836,801,792,759
747,27/12/2020 14:29:03,904,891,836,801,790,760
748,27/12/2020 14:29:03,904,892,835,801,790,761
749,27/12/2020 14:29:03,906,890,834,802,791,760
750,27/12/2020 14:29:03,906,890,833,799,790,759
751,27/12/2020 14:29:03,904,892,835,800,788,759
752,27/12/2020 14:29:03,907,892,835,800,789,757
753,27/12/2020 14:29:04,906,891,834,802,791,757
754,27/12/2020 14:29:04,905,892,835,802,789,757
755,27/12/2020 14:29:04,905,895,834,805,791,760
756,27/12/2020 14:29:04,908,892,831,803,792,760
757,27/12/2020 14:29:04,906,892,830,804,792,762
758,27/12/2020 14:29:04,908,892,830,803,792,763
759,27/12/2020 14:29:04,909,893,829,803,793,762
760,27/12/2020 14:29:05,909,892,830,800,794,761
761,27/12/2020 14:29:05,909,892,832,804,795,760
762,27/12/2020 14:29:05,908,891,832,804,794,758
763,27/12/2020 14:29:05,908,890,834,806,796,756
764,27/12/2020 14:29:05,908,888,833,805,794,757
765,27/12/2020 14:29:05,907,888,832,806,791,756
766,27/12/2020 14:29:05,907,888,834,803,791,760
767,27/12/2020 14:29:06,907,888,833,801,792,762
768,27/12/2020 14:29:06,907,890,833,801,790,765
769,27/12/2020 14:29:06,906,892,835,803,793,766
770,27/12/2020 14:29:06,908,891,835,803,795,768
771,27/12/2020 14:29:06,910,894,836,807,796,768
772,27/12/2020 14:29:06,912,897,838,810,797,769
773,27/12/2020 14:29:06,913,895,840,810,799,767
774,27/12/2020 14:29:06,914,897,841,813,800,769
775,27/12/2020 14:29:07,913,898,843,815,801,769
776,27/12/2020 14:29:07,913,897,841,816,799,769
777,27/12/2020 14:29:07,913,899,841,817,799,768
778,27/12/2020 14:29:07,914,902,842,817,800,769
779,27/12/2020 14:29:07,915,900,842,817,798,769
780,27/12/2020 14:29:07,916,900,839,818,800,769
781,27/12/2020 14:29:07,914,902,841,817,802,769
782,27/12/2020 14:29:08,915,899,841,818,802,769
783,27/12/2020 14:29:08,913,897,838,819,802,770
784,27/12/2020 14:29:08,913,898,838,816,804,770
785,27/12/2020 14:29:08,914,899,841,816,800,770
786,27/12/2020 14:29:08,915,898,840,814,797,770
787,27/12/2020 14:29:08,914,900,839,815,798,772
788,27/12/2020 14:29:08,913,901,840,813,797,771
789,27/12/2020 14:29:09,913,902,841,814,797,772
790,27/12/2020 14:29:09,913,901,841,814,799,772
791,27/12/2020 14:29:09,915,900,842,815,800,772
792,27/12/2020 14:29:09,914,899,842,814,801,771
793,27/12/2020 14:29:09,918,898,843,816,801,771
794,27/12/2020 14:29:09,919,898,843,816,803,771
795,27/12/2020 14:29:09,917,899,843,814,804,773
796,27/12/2020 14:29:10,916,901,843,813,804,775
797,27/12/2020 14:29:10,916,902,845,815,804,775
798,27/12/2020 14:29:10,914,904,845,815,805,775
799,27/12/2020 14:29:10,913,903,845,814,805,776
800,27/12/2020 14:29:10,914,901,843,817,806,775
801,27/12/2020 14:29:10,914,900,843,817,808,774
802,27/12/2020 14:29:10,915,900,842,816,807,773
803,27/12/2020 14:29:11,916,900,841,817,807,774
804,27/12/2020 14:29:11,917,899,840,817,804,775
805,27/12/2020 14:29:11,916,900,842,816,802,775
806,27/12/2020 14:29:11,917,900,843,817,802,775
807,27/12/2020 14:29:11,917,900,843,818,803,776
808,27/12/2020 14:29:11,916,900,845,817,804,776
809,27/12/2020 14:29:11,915,902,845,814,807,774
810,27/12/2020 14:29:12,917,901,845,818,807,775
811,27/12/2020 14:29:12,916,902,846,818,808,776
812,27/12/2020 14:29:12,917,902,847,818,808,774
813,27/12/2020 14:29:12,916,900,848,816,807,773
814,27/12/2020 14:29:12,918,898,849,817,803,772
815,27/12/2020 14:29:12,917,899,849,817,804,772
816,27/12/2020 14:29:12,916,900,849,817,803,771
817,27/12/2020 14:29:13,917,900,847,819,803,771
818,27/12/2020 14:29:13,917,903,847,820,803,772
819,27/12/2020 14:29:13,916,905,847,822,808,774
820,27/12/2020 14:29:13,916,905,846,820,807,774
821,27/12/2020 14:29:13,917,904,846,819,808,774
822,27/12/2020 14:29:13,915,906,848,817,808,774
823,27/12/2020 14:29:13,916,904,848,818,807,775
824,27/12/2020 14:29:13,918,905,848,820,807,775
825,27/12/2020 14:29:14,917,907,850,823,810,776
826,27/12/2020 14:29:14,918,908,848,825,809,776
827,27/12/2020 14:29:14,921,909,846,827,810,777
828,27/12/2020 14:29:14,921,911,846,827,811,777
829,27/12/2020 14:29:14,920,910,847,827,810,777
830,27/12/2020 14:29:14,920,908,845,827,809,778
831,27/12/2020 14:29:14,921,905,846,825,806,777
832,27/12/2020 14:29:15,920,904,848,825,805,777
833,27/12/2020 14:29:15,921,904,850,826,807,777
834,27/12/2020 14:29:15,921,903,850,827,809,777
835,27/12/2020 14:29:15,922,905,851,827,809,778
836,27/12/2020 14:29:15,922,906,851,828,814,779
837,27/12/2020 14:29:15,923,905,851,828,816,780
838,27/12/2020 14:29:15,923,906,850,827,814,781
839,27/12/2020 14:29:16,924,910,852,825,813,780
840,27/12/2020 14:29:16,924,907,852,822,814,779
841,27/12/2020 14:29:16,924,909,851,824,814,780
842,27/12/2020 14:29:16,923,910,851,824,814,781
843,27/12/2020 14:29:16,922,910,853,824,815,780
844,27/12/2020 14:29:16,922,908,852,827,815,780
845,27/12/2020 14:29:16,923,910,853,829,814,780
846,27/12/2020 14:29:17,922,908,854,829,814,782
847,27/12/2020 14:29:17,922,909,856,831,814,782
848,27/12/2020 14:29:17,924,906,855,834,814,782
849,27/12/2020 14:29:17,924,905,855,834,814,783
850,27/12/2020 14:29:17,923,906,854,834,817,783
851,27/12/2020 14:29:17,924,906,855,833,817,781
852,27/12/2020 14:29:17,924,907,853,832,819,781
853,27/12/2020 14:29:18,924,910,854,831,819,781
854,27/12/2020 14:29:18,923,910,854,831,819,780
855,27/12/2020 14:29:18,925,909,857,832,818,778
856,27/12/2020 14:29:18,924,910,856,833,818,779
857,27/12/2020 14:29:18,925,910,857,832,818,780
858,27/12/2020 14:29:18,925,907,857,831,816,782
859,27/12/2020 14:29:18,926,908,856,832,817,783
860,27/12/2020 14:29:19,925,911,855,833,817,785
861,27/12/2020 14:29:19,926,911,856,832,818,784
862,27/12/2020 14:29:19,926,910,857,835,817,781
863,27/12/2020 14:29:19,927,912,857,836,818,780
864,27/12/2020 14:29:19,927,911,859,836,817,781
865,27/12/2020 14:29:19,927,911,860,836,816,781
866,27/12/2020 14:29:19,928,911,860,838,815,781
867,27/12/2020 14:29:20,928,913,859,835,816,783
868,27/12/2020 14:29:20,928,914,860,835,818,783
869,27/12/2020 14:29:20,929,913,860,835,818,784
870,27/12/2020 14:29:20,928,913,858,832,819,786
871,27/12/2020 14:29:20,927,914,860,830,820,786
872,27/12/2020 14:29:20,926,915,859,834,819,787
873,27/12/2020 14:29:20,926,912,859,832,821,788
874,27/12/2020 14:29:20,923,914,860,829,820,787
875,27/12/2020 14:29:21,925,914,863,832,821,786
876,27/12/2020 14:29:21,925,912,862,832,820,786
877,27/12/2020 14:29:21,926,910,863,832,820,785
878,27/12/2020 14:29:21,926,912,861,833,817,786
879,27/12/2020 14:29:21,926,912,860,836,820,784
880,27/12/2020 14:29:21,926,912,859,834,817,785
881,27/12/2020 14:29:21,925,915,858,835,817,786
882,27/12/2020 14:29:22,923,913,858,836,815,786
883,27/12/2020 14:29:22,925,914,858,834,818,786
884,27/12/2020 14:29:22,925,915,859,833,816,787
885,27/12/2020 14:29:22,924,913,860,835,817,785
886,27/12/2020 14:29:22,926,913,861,833,815,785
887,27/12/2020 14:29:22,928,913,863,832,816,785
888,27/12/2020 14:29:22,927,913,863,834,814,785
889,27/12/2020 14:29:23,927,912,862,836,815,785
890,27/12/2020 14:29:23,927,912,862,837,817,787
891,27/12/2020 14:29:23,926,911,862,838,820,788
892,27/12/2020 14:29:23,923,911,860,839,821,786
893,27/12/2020 14:29:23,924,912,860,841,822,787
894,27/12/2020 14:29:23,922,911,861,841,823,788
895,27/12/2020 14:29:23,922,910,861,840,823,788
896,27/12/2020 14:29:24,925,911,862,842,823,788
897,27/12/2020 14:29:24,926,913,862,841,824,790
898,27/12/2020 14:29:24,927,913,863,842,825,790
899,27/12/2020 14:29:24,929,916,861,840,826,789
900,27/12/2020 14:29:24,930,919,862,841,827,791
901,27/12/2020 14:29:24,929,918,863,841,827,792
902,27/12/2020 14:29:24,930,919,865,843,828,793
903,27/12/2020 14:29:25,932,918,866,844,827,793
904,27/12/2020 14:29:25,932,915,869,847,828,795
905,27/12/2020 14:29:25,933,916,867,848,828,794
906,27/12/2020 14:29:25,935,918,868,849,828,792
907,27/12/2020 14:29:25,933,917,868,849,826,792
908,27/12/2020 14:29:25,932,919,868,847,828,793
909,27/12/2020 14:29:25,931,921,867,847,828,792
910,27/12/2020 14:29:26,930,922,868,846,829,792
911,27/12/2020 14:29:26,930,920,869,843,831,796
912,27/12/2020 14:29:26,931,920,867,843,832,795
913,27/12/2020 14:29:26,931,921,868,844,832,794
914,27/12/2020 14:29:26,933,925,869,843,832,796
915,27/12/2020 14:29:26,934,924,870,844,831,798
916,27/12/2020 14:29:26,934,926,868,847,830,796
917,27/12/2020 14:29:26,934,928,867,849,830,798
918,27/12/2020 14:29:27,933,927,867,847,831,799
919,27/12/2020 14:29:27,935,925,868,848,831,799
920,27/12/2020 14:29:27,935,926,869,846,832,798
921,27/12/2020 14:29:27,934,926,870,846,834,797
922,27/12/2020 14:29:27,935,923,872,845,833,797
923,27/12/2020 14:29:27,937,924,872,848,833,798
924,27/12/2020 14:29:27,938,926,872,847,833,798
925,27/12/2020 14:29:28,939,927,871,850,834,800
926,27/12/2020 14:29:28,939,926,871,854,832,802
927,27/12/2020 14:29:28,938,929,871,854,832,801
928,27/12/2020 14:29:28,938,929,868,853,834,802
929,27/12/2020 14:29:28,938,928,868,856,834,802
930,27/12/2020 14:29:28,936,926,868,857,833,799
931,27/12/2020 14:29:28,937,926,869,853,835,797
932,27/12/2020 14:29:29,938,927,870,853,835,797
933,27/12/2020 14:29:29,937,928,873,855,834,797
934,27/12/2020 14:29:29,936,928,874,855,835,797
935,27/12/2020 14:29:29,935,928,874,852,836,798
936,27/12/2020 14:29:29,936,928,872,851,838,798
937,27/12/2020 14:29:29,936,925,871,853,839,800
938,27/12/2020 14:29:29,935,925,871,851,838,800
939,27/12/2020 14:29:30,936,926,871,851,838,800
940,27/12/2020 14:29:30,936,927,873,851,838,799
941,27/12/2020 14:29:30,934,927,873,851,837,801
942,27/12/2020 14:29:30,934,927,872,849,839,801
943,27/12/2020 14:29:30,934,929,871,848,841,801
944,27/12/2020 14:29:30,935,930,871,850,839,802
945,27/12/2020 14:29:30,936,930,873,852,839,801
946,27/12/2020 14:29:31,936,932,874,851,839,800
947,27/12/2020 14:29:31,937,931,876,850,839,801
948,27/12/2020 14:29:31,937,929,876,851,838,801
949,27/12/2020 14:29:31,935,930,875,851,840,801
950,27/12/2020 14:29:31,935,930,873,850,839,801
951,27/12/2020 14:29:31,935,928,873,852,840,799
952,27/12/2020 14:29:31,935,928,874,855,839,798
953,27/12/2020 14:29:32,937,926,875,855,837,799
954,27/12/2020 14:29:32,937,925,877,854,836,797
955,27/12/2020 14:29:32,940,924,877,853,837,798
956,27/12/2020 14:29:32,943,926,879,852,837,798
957,27/12/2020 14:29:32,941,926,879,852,838,798
958,27/12/2020 14:29:32,942,929,879,853,841,795
959,27/12/2020 14:29:32,941,928,876,852,843,796
960,27/12/2020 14:29:33,941,928,877,854,842,798
961,27/12/2020 14:29:33,941,928,875,856,843,800
962,27/12/2020 14:29:33,942,928,876,856,841,800
963,27/12/2020 14:29:33,941,928,875,856,839,803
964,27/12/2020 14:29:33,944,928,877,857,840,804
965,27/12/2020 14:29:33,941,929,877,857,841,801
966,27/12/2020 14:29:33,939,929,878,857,838,801
967,27/12/2020 14:29:33,938,930,879,856,839,800
968,27/12/2020 14:29:34,939,928,880,856,841,799
969,27/12/2020 14:29:34,938,930,881,856,841,798
970,27/12/2020 14:29:34,939,931,881,857,843,798
971,27/12/2020 14:29:34,941,932,882,855,844,799
972,27/12/2020 14:29:34,942,933,882,856,843,799
973,27/12/2020 14:29:34,941,934,880,857,841,800
974,27/12/2020 14:29:34,942,934,877,858,840,800
975,27/12/2020 14:29:35,942,934,879,857,840,802
976,27/12/2020 14:29:35,942,933,877,860,839,803
977,27/12/2020 14:29:35,942,932,877,861,841,804
978,27/12/2020 14:29:35,941,932,878,860,842,805
979,27/12/2020 14:29:35,941,933,878,861,844,807
980,27/12/2020 14:29:35,943,932,878,861,844,806
981,27/12/2020 14:29:35,942,930,878,859,847,805
982,27/12/2020 14:29:36,941,933,878,857,847,806
983,27/12/2020 14:29:36,940,933,878,859,845,806
984,27/12/2020 14:29:36,941,933,879,856,845,805
985,27/12/2020 14:29:36,940,932,878,857,844,805
986,27/12/2020 14:29:36,940,934,878,859,845,806
987,27/12/2020 14:29:36,940,932,878,861,846,804
988,27/12/2020 14:29:36,940,931,879,859,848,806
989,27/12/2020 14:29:37,939,931,878,863,848,806
990,27/12/2020 14:29:37,940,932,879,860,847,806
991,27/12/2020 14:29:37,942,932,879,860,846,807
992,27/12/2020 14:29:37,941,934,881,858,845,808
993,27/12/2020 14:29:37,940,935,879,860,844,806
994,27/12/2020 14:29:37,941,934,883,858,845,805
995,27/12/2020 14:29:37,940,935,883,863,846,807
996,27/12/2020 14:29:38,940,935,883,863,845,807
997,27/12/2020 14:29:38,941,934,882,864,844,806
998,27/12/2020 14:29:38,942,932,884,863,844,807
999,27/12/2020 14:29:38,943,933,881,864,843,807
1000,27/12/2020 14:29:38,943,935,883,862,844,807
1001,27/12/2020 14:29:38,944,934,882,861,845,806
1002,27/12/2020 14:29:38,943,933,883,860,847,808
1003,27/12/2020 14:29:39,942,934,882,860,847,808
1004,27/12/2020 14:29:39,943,935,884,860,848,810
1005,27/12/2020 14:29:39,943,933,882,859,848,810
1006,27/12/2020 14:29:39,940,935,886,857,846,809
1007,27/12/2020 14:29:39,939,937,886,861,844,809
1008,27/12/2020 14:29:39,939,937,887,862,843,808
1009,27/12/2020 14:29:39,939,936,884,862,842,808
1010,27/12/2020 14:29:40,939,936,884,863,842,806
1011,27/12/2020 14:29:40,941,934,882,864,841,806
1012,27/12/2020 14:29:40,942,934,879,861,842,804
1013,27/12/2020 14:29:40,946,933,877,862,842,805
1014,27/12/2020 14:29:40,947,931,878,861,845,806
1015,27/12/2020 14:29:40,948,931,880,862,845,808
1016,27/12/2020 14:29:40,947,932,880,863,848,809
1017,27/12/2020 14:29:40,949,934,882,864,850,810
1018,27/12/2020 14:29:41,946,935,884,863,851,811
1019,27/12/2020 14:29:41,947,939,883,867,852,811
1020,27/12/2020 14:29:41,946,940,883,867,853,813
1021,27/12/2020 14:29:41,949,939,884,868,853,813
1022,27/12/2020 14:29:41,947,938,886,870,851,812
1023,27/12/2020 14:29:41,947,939,885,871,852,811
1024,27/12/2020 14:29:41,947,939,887,869,854,810
1025,27/12/2020 14:29:42,947,940,889,871,855,807
1026,27/12/2020 14:29:42,948,941,890,871,854,808
1027,27/12/2020 14:29:42,950,942,887,872,855,811
1028,27/12/2020 14:29:42,951,943,890,871,856,812
1029,27/12/2020 14:29:42,950,942,890,874,853,816
1030,27/12/2020 14:29:42,950,939,886,873,854,817
1031,27/12/2020 14:29:42,951,940,886,876,856,817
